,Activity,SKH,Type,Date,base
12363,HEPC,103,Tri-Monthly,12-29,terminal 1
12364,HEPC,31,Tri-Monthly,03-27,terminal 1
12365,HEPC,31,Tri-Monthly,06-27,terminal 1
12366,HEPC,31,Tri-Monthly,09-27,terminal 1
12367,HEPC,31,Tri-Monthly,12-27,terminal 1
12368,HEPC,34,Tri-Monthly,03-28,terminal 2
12369,HEPC,34,Tri-Monthly,06-28,terminal 2
12370,HEPC,34,Tri-Monthly,09-28,terminal 2
12371,HEPC,34,Tri-Monthly,12-28,terminal 2
12372,HEPC,39,Tri-Monthly,03-21,terminal 2
12373,HEPC,39,Tri-Monthly,06-21,terminal 2
12374,HEPC,39,Tri-Monthly,09-21,terminal 2
12375,HEPC,39,Tri-Monthly,12-21,terminal 2
12376,HEPC,48,Tri-Monthly,03-23,terminal 2
12377,HEPC,48,Tri-Monthly,06-23,terminal 2
12378,HEPC,48,Tri-Monthly,09-22,terminal 2
12379,HEPC,48,Tri-Monthly,12-22,terminal 2
12380,HEPC,50,Tri-Monthly,03-23,terminal 2
12381,HEPC,50,Tri-Monthly,06-23,terminal 2
12382,HEPC,50,Tri-Monthly,09-22,terminal 2
12383,HEPC,50,Tri-Monthly,12-22,terminal 2
12384,HEPC,61,Tri-Monthly,03-09,terminal 2
12385,HEPC,61,Tri-Monthly,06-09,terminal 2
12386,HEPC,61,Tri-Monthly,09-08,terminal 2
12387,HEPC,61,Tri-Monthly,12-08,terminal 2
12388,HEPC,66,Tri-Monthly,03-17,terminal 2
12389,HEPC,66,Tri-Monthly,06-16,terminal 2
12390,HEPC,66,Tri-Monthly,09-18,terminal 2
12391,HEPC,66,Tri-Monthly,12-18,terminal 2
12392,HEPC,68,Tri-Monthly,01-20,terminal 2
12393,HEPC,68,Tri-Monthly,04-21,terminal 2
12394,HEPC,68,Tri-Monthly,07-21,terminal 2
12395,HEPC,68,Tri-Monthly,10-20,terminal 2
12396,HEPC,101,Tri-Monthly,03-23,terminal 2
12397,HEPC,101,Tri-Monthly,06-23,terminal 2
12398,HEPC,101,Tri-Monthly,09-22,terminal 2
12399,HEPC,101,Tri-Monthly,12-22,terminal 2
12400,HEPC,72,Tri-Monthly,03-16,terminal 2
12401,HEPC,72,Tri-Monthly,06-16,terminal 2
12402,HEPC,72,Tri-Monthly,09-15,terminal 2
12403,HEPC,72,Tri-Monthly,12-16,terminal 2
12404,HEPC,74,Tri-Monthly,03-13,terminal 2
12405,HEPC,74,Tri-Monthly,06-12,terminal 2
12406,HEPC,74,Tri-Monthly,09-12,terminal 2
12407,HEPC,74,Tri-Monthly,12-12,terminal 2
12408,HEPC,75,Tri-Monthly,03-13,terminal 2
12409,HEPC,75,Tri-Monthly,06-12,terminal 2
12410,HEPC,75,Tri-Monthly,09-12,terminal 2
12411,HEPC,75,Tri-Monthly,12-12,terminal 2
12412,HEPC,77,Tri-Monthly,03-15,terminal 2
12413,HEPC,77,Tri-Monthly,06-15,terminal 2
12414,HEPC,77,Tri-Monthly,09-15,terminal 2
12415,HEPC,77,Tri-Monthly,12-15,terminal 2
12416,HEPC,95,Tri-Monthly,03-22,terminal 2
12417,HEPC,95,Tri-Monthly,06-22,terminal 2
12418,HEPC,95,Tri-Monthly,09-22,terminal 2
12419,HEPC,95,Tri-Monthly,12-22,terminal 2
12420,HEPC,100,Tri-Monthly,03-27,terminal 2
12421,HEPC,100,Tri-Monthly,06-26,terminal 2
12422,HEPC,100,Tri-Monthly,09-26,terminal 2
12423,HEPC,100,Tri-Monthly,12-26,terminal 2
12424,HEPC,102,Tri-Monthly,03-27,terminal 2
12425,HEPC,102,Tri-Monthly,06-26,terminal 2
12426,HEPC,102,Tri-Monthly,09-26,terminal 2
12427,HEPC,102,Tri-Monthly,12-26,terminal 2
12428,HEPC,107,Tri-Monthly,02-08,terminal 2
12429,HEPC,107,Tri-Monthly,05-08,terminal 2
12430,HEPC,107,Tri-Monthly,08-08,terminal 2
12431,HEPC,107,Tri-Monthly,11-08,terminal 2
12432,HEPC,108,Tri-Monthly,02-08,terminal 2
12433,HEPC,108,Tri-Monthly,05-08,terminal 2
12434,HEPC,108,Tri-Monthly,08-08,terminal 2
12435,HEPC,108,Tri-Monthly,11-08,terminal 2
12436,HEPC,32,Tri-Monthly,03-14,terminal 3
12437,HEPC,32,Tri-Monthly,06-14,terminal 3
12438,HEPC,32,Tri-Monthly,09-14,terminal 3
12439,HEPC,32,Tri-Monthly,12-14,terminal 3
12440,HEPC,33,Tri-Monthly,01-13,terminal 3
12441,HEPC,33,Tri-Monthly,04-14,terminal 3
12442,HEPC,33,Tri-Monthly,07-14,terminal 3
12443,HEPC,33,Tri-Monthly,10-13,terminal 3
12444,HEPC,35,Tri-Monthly,03-17,terminal 3
12445,HEPC,35,Tri-Monthly,06-19,terminal 3
12446,HEPC,35,Tri-Monthly,09-18,terminal 3
12447,HEPC,35,Tri-Monthly,12-18,terminal 3
12448,HEPC,51,Tri-Monthly,03-10,terminal 3
12449,HEPC,51,Tri-Monthly,06-09,terminal 3
12450,HEPC,51,Tri-Monthly,09-11,terminal 3
12451,HEPC,51,Tri-Monthly,12-11,terminal 3
12452,HEPC,55,Tri-Monthly,03-08,terminal 3
12453,HEPC,55,Tri-Monthly,06-08,terminal 3
12454,HEPC,55,Tri-Monthly,09-08,terminal 3
12455,HEPC,55,Tri-Monthly,12-08,terminal 3
12456,HEPC,56,Tri-Monthly,03-15,terminal 3
12457,HEPC,56,Tri-Monthly,06-15,terminal 3
12458,HEPC,56,Tri-Monthly,09-15,terminal 3
12459,HEPC,56,Tri-Monthly,12-15,terminal 3
12460,HEPC,57,Tri-Monthly,03-16,terminal 3
12461,HEPC,57,Tri-Monthly,06-16,terminal 3
12462,HEPC,57,Tri-Monthly,09-15,terminal 3
12463,HEPC,57,Tri-Monthly,12-15,terminal 3
12464,HEPC,58,Tri-Monthly,03-23,terminal 3
12465,HEPC,58,Tri-Monthly,06-23,terminal 3
12466,HEPC,58,Tri-Monthly,09-22,terminal 3
12467,HEPC,58,Tri-Monthly,12-22,terminal 3
12468,HEPC,59,Tri-Monthly,02-10,terminal 3
12469,HEPC,59,Tri-Monthly,05-10,terminal 3
12470,HEPC,59,Tri-Monthly,08-10,terminal 3
12471,HEPC,59,Tri-Monthly,11-10,terminal 3
12472,HEPC,60,Tri-Monthly,03-10,terminal 3
12473,HEPC,60,Tri-Monthly,06-09,terminal 3
12474,HEPC,60,Tri-Monthly,09-11,terminal 3
12475,HEPC,60,Tri-Monthly,12-11,terminal 3
12476,HEPC,63,Tri-Monthly,03-21,terminal 3
12477,HEPC,63,Tri-Monthly,06-21,terminal 3
12478,HEPC,63,Tri-Monthly,09-21,terminal 3
12479,HEPC,63,Tri-Monthly,12-21,terminal 3
12480,HEPC,64,Tri-Monthly,03-20,terminal 3
12481,HEPC,64,Tri-Monthly,06-19,terminal 3
12482,HEPC,64,Tri-Monthly,09-19,terminal 3
12483,HEPC,64,Tri-Monthly,12-19,terminal 3
12484,HEPC,67,Tri-Monthly,03-16,terminal 3
12485,HEPC,67,Tri-Monthly,06-16,terminal 3
12486,HEPC,67,Tri-Monthly,09-15,terminal 3
12487,HEPC,67,Tri-Monthly,12-16,terminal 3
12488,HEPC,76,Tri-Monthly,02-10,terminal 3
12489,HEPC,76,Tri-Monthly,04-11,terminal 3
12490,HEPC,76,Tri-Monthly,07-11,terminal 3
12491,HEPC,76,Tri-Monthly,11-10,terminal 3
12492,HEPC,90,Tri-Monthly,03-29,terminal 3
12493,HEPC,90,Tri-Monthly,06-29,terminal 3
12494,HEPC,90,Tri-Monthly,09-29,terminal 3
12495,HEPC,90,Tri-Monthly,12-29,terminal 3
12496,HEPC,91,Tri-Monthly,03-20,terminal 3
12497,HEPC,91,Tri-Monthly,06-19,terminal 3
12498,HEPC,91,Tri-Monthly,09-19,terminal 3
12499,HEPC,91,Tri-Monthly,12-19,terminal 3
12500,HEPC,92,Tri-Monthly,03-24,terminal 3
12501,HEPC,92,Tri-Monthly,06-23,terminal 3
12502,HEPC,92,Tri-Monthly,09-25,terminal 3
12503,HEPC,92,Tri-Monthly,12-25,terminal 3
12504,HEPC,104,Tri-Monthly,03-09,terminal 3
12505,HEPC,104,Tri-Monthly,06-09,terminal 3
12506,HEPC,104,Tri-Monthly,09-08,terminal 3
12507,HEPC,104,Tri-Monthly,12-08,terminal 3
12508,HEPC,105,Tri-Monthly,03-16,terminal 3
12509,HEPC,105,Tri-Monthly,06-16,terminal 3
12510,HEPC,105,Tri-Monthly,09-15,terminal 3
12511,HEPC,105,Tri-Monthly,12-16,terminal 3
12512,Collector Tank,106,Tri-Monthly,01-06,terminal 1
12513,Collector Tank,106,Tri-Monthly,04-06,terminal 1
12514,Collector Tank,106,Tri-Monthly,07-06,terminal 1
12515,Collector Tank,106,Tri-Monthly,10-06,terminal 1
12516,Collector Tank,28,Tri-Monthly,01-06,terminal 1
12517,Collector Tank,28,Tri-Monthly,04-07,terminal 1
12518,Collector Tank,28,Tri-Monthly,07-07,terminal 1
12519,Collector Tank,28,Tri-Monthly,10-06,terminal 1
12520,Collector Tank,36,Tri-Monthly,01-13,terminal 1
12521,Collector Tank,36,Tri-Monthly,04-13,terminal 1
12522,Collector Tank,36,Tri-Monthly,07-13,terminal 1
12523,Collector Tank,36,Tri-Monthly,10-13,terminal 1
12524,Collector Tank,37,Tri-Monthly,01-16,terminal 1
12525,Collector Tank,37,Tri-Monthly,04-14,terminal 1
12526,Collector Tank,37,Tri-Monthly,07-14,terminal 1
12527,Collector Tank,37,Tri-Monthly,12-16,terminal 1
12528,Collector Tank,38,Tri-Monthly,01-16,terminal 1
12529,Collector Tank,38,Tri-Monthly,04-14,terminal 1
12530,Collector Tank,38,Tri-Monthly,07-14,terminal 1
12531,Collector Tank,38,Tri-Monthly,12-16,terminal 1
12532,Collector Tank,40,Tri-Monthly,01-13,terminal 1
12533,Collector Tank,40,Tri-Monthly,04-13,terminal 1
12534,Collector Tank,40,Tri-Monthly,07-13,terminal 1
12535,Collector Tank,40,Tri-Monthly,10-13,terminal 1
12536,Collector Tank,42,Tri-Monthly,03-15,terminal 1
12537,Collector Tank,42,Tri-Monthly,06-15,terminal 1
12538,Collector Tank,42,Tri-Monthly,09-15,terminal 1
12539,Collector Tank,42,Tri-Monthly,12-15,terminal 1
12540,Collector Tank,52,Tri-Monthly,01-13,terminal 1
12541,Collector Tank,52,Tri-Monthly,04-14,terminal 1
12542,Collector Tank,52,Tri-Monthly,07-14,terminal 1
12543,Collector Tank,52,Tri-Monthly,10-13,terminal 1
12544,Collector Tank,53,Tri-Monthly,01-16,terminal 1
12545,Collector Tank,53,Tri-Monthly,04-14,terminal 1
12546,Collector Tank,53,Tri-Monthly,07-14,terminal 1
12547,Collector Tank,53,Tri-Monthly,12-16,terminal 1
12548,Collector Tank,54,Tri-Monthly,03-15,terminal 1
12549,Collector Tank,54,Tri-Monthly,06-15,terminal 1
12550,Collector Tank,54,Tri-Monthly,09-15,terminal 1
12551,Collector Tank,54,Tri-Monthly,12-15,terminal 1
12552,Collector Tank,62,Tri-Monthly,01-17,terminal 1
12553,Collector Tank,62,Tri-Monthly,06-16,terminal 1
12554,Collector Tank,62,Tri-Monthly,09-18,terminal 1
12555,Collector Tank,62,Tri-Monthly,12-18,terminal 1
12556,Collector Tank,71,Tri-Monthly,03-15,terminal 1
12557,Collector Tank,71,Tri-Monthly,06-15,terminal 1
12558,Collector Tank,71,Tri-Monthly,09-15,terminal 1
12559,Collector Tank,71,Tri-Monthly,12-15,terminal 1
12560,Collector Tank,73,Tri-Monthly,01-20,terminal 1
12561,Collector Tank,73,Tri-Monthly,04-20,terminal 1
12562,Collector Tank,73,Tri-Monthly,07-20,terminal 1
12563,Collector Tank,73,Tri-Monthly,10-20,terminal 1
12564,Collector Tank,94,Tri-Monthly,01-13,terminal 1
12565,Collector Tank,94,Tri-Monthly,04-14,terminal 1
12566,Collector Tank,94,Tri-Monthly,07-14,terminal 1
12567,Collector Tank,94,Tri-Monthly,10-13,terminal 1
12568,Collector Tank,96,Tri-Monthly,01-16,terminal 1
12569,Collector Tank,96,Tri-Monthly,04-17,terminal 1
12570,Collector Tank,96,Tri-Monthly,07-17,terminal 1
12571,Collector Tank,96,Tri-Monthly,10-16,terminal 1
12572,Collector Tank,99,Tri-Monthly,03-17,terminal 1
12573,Collector Tank,99,Tri-Monthly,06-16,terminal 1
12574,Collector Tank,99,Tri-Monthly,09-18,terminal 1
12575,Collector Tank,99,Tri-Monthly,12-18,terminal 1
12576,Collector Tank,103,Tri-Monthly,03-15,terminal 1
12577,Collector Tank,103,Tri-Monthly,06-15,terminal 1
12578,Collector Tank,103,Tri-Monthly,09-15,terminal 1
12579,Collector Tank,103,Tri-Monthly,12-15,terminal 1
12580,Collector Tank,31,Tri-Monthly,03-17,terminal 1
12581,Collector Tank,31,Tri-Monthly,06-19,terminal 1
12582,Collector Tank,31,Tri-Monthly,09-18,terminal 1
12583,Collector Tank,31,Tri-Monthly,12-18,terminal 1
12584,Collector Tank,27,Tri-Monthly,01-16,terminal 2
12585,Collector Tank,27,Tri-Monthly,04-17,terminal 2
12586,Collector Tank,27,Tri-Monthly,07-17,terminal 2
12587,Collector Tank,27,Tri-Monthly,10-16,terminal 2
12588,Collector Tank,34,Tri-Monthly,03-10,terminal 2
12589,Collector Tank,34,Tri-Monthly,06-12,terminal 2
12590,Collector Tank,34,Tri-Monthly,09-11,terminal 2
12591,Collector Tank,34,Tri-Monthly,12-11,terminal 2
12592,Collector Tank,39,Tri-Monthly,01-16,terminal 2
12593,Collector Tank,39,Tri-Monthly,04-14,terminal 2
12594,Collector Tank,39,Tri-Monthly,07-14,terminal 2
12595,Collector Tank,39,Tri-Monthly,12-16,terminal 2
12596,Collector Tank,48,Tri-Monthly,01-16,terminal 2
12597,Collector Tank,48,Tri-Monthly,04-17,terminal 2
12598,Collector Tank,48,Tri-Monthly,07-17,terminal 2
12599,Collector Tank,48,Tri-Monthly,10-16,terminal 2
12600,Collector Tank,50,Tri-Monthly,01-20,terminal 2
12601,Collector Tank,50,Tri-Monthly,04-21,terminal 2
12602,Collector Tank,50,Tri-Monthly,07-21,terminal 2
12603,Collector Tank,50,Tri-Monthly,10-20,terminal 2
12604,Collector Tank,61,Tri-Monthly,03-10,terminal 2
12605,Collector Tank,61,Tri-Monthly,06-09,terminal 2
12606,Collector Tank,61,Tri-Monthly,09-11,terminal 2
12607,Collector Tank,61,Tri-Monthly,12-11,terminal 2
12608,Collector Tank,66,Tri-Monthly,01-23,terminal 2
12609,Collector Tank,66,Tri-Monthly,04-21,terminal 2
12610,Collector Tank,66,Tri-Monthly,07-21,terminal 2
12611,Collector Tank,66,Tri-Monthly,10-23,terminal 2
12612,Collector Tank,68,Tri-Monthly,01-13,terminal 2
12613,Collector Tank,68,Tri-Monthly,04-13,terminal 2
12614,Collector Tank,68,Tri-Monthly,07-13,terminal 2
12615,Collector Tank,68,Tri-Monthly,10-13,terminal 2
12616,Collector Tank,101,Tri-Monthly,01-12,terminal 2
12617,Collector Tank,101,Tri-Monthly,04-12,terminal 2
12618,Collector Tank,101,Tri-Monthly,07-12,terminal 2
12619,Collector Tank,101,Tri-Monthly,10-12,terminal 2
12620,Collector Tank,72,Tri-Monthly,01-09,terminal 2
12621,Collector Tank,72,Tri-Monthly,04-07,terminal 2
12622,Collector Tank,72,Tri-Monthly,07-07,terminal 2
12623,Collector Tank,72,Tri-Monthly,10-09,terminal 2
12624,Collector Tank,74,Tri-Monthly,01-13,terminal 2
12625,Collector Tank,74,Tri-Monthly,04-13,terminal 2
12626,Collector Tank,74,Tri-Monthly,07-13,terminal 2
12627,Collector Tank,74,Tri-Monthly,10-13,terminal 2
12628,Collector Tank,75,Tri-Monthly,03-08,terminal 2
12629,Collector Tank,75,Tri-Monthly,06-08,terminal 2
12630,Collector Tank,75,Tri-Monthly,09-08,terminal 2
12631,Collector Tank,75,Tri-Monthly,12-08,terminal 2
12632,Collector Tank,77,Tri-Monthly,01-16,terminal 2
12633,Collector Tank,77,Tri-Monthly,04-14,terminal 2
12634,Collector Tank,77,Tri-Monthly,07-14,terminal 2
12635,Collector Tank,77,Tri-Monthly,12-16,terminal 2
12636,Collector Tank,95,Tri-Monthly,01-13,terminal 2
12637,Collector Tank,95,Tri-Monthly,04-14,terminal 2
12638,Collector Tank,95,Tri-Monthly,07-14,terminal 2
12639,Collector Tank,95,Tri-Monthly,10-13,terminal 2
12640,Collector Tank,100,Tri-Monthly,03-09,terminal 2
12641,Collector Tank,100,Tri-Monthly,06-08,terminal 2
12642,Collector Tank,100,Tri-Monthly,09-08,terminal 2
12643,Collector Tank,100,Tri-Monthly,12-08,terminal 2
12644,Collector Tank,102,Tri-Monthly,03-14,terminal 2
12645,Collector Tank,102,Tri-Monthly,06-14,terminal 2
12646,Collector Tank,102,Tri-Monthly,09-14,terminal 2
12647,Collector Tank,102,Tri-Monthly,12-14,terminal 2
12648,Collector Tank,107,Tri-Monthly,03-10,terminal 2
12649,Collector Tank,107,Tri-Monthly,06-12,terminal 2
12650,Collector Tank,107,Tri-Monthly,09-11,terminal 2
12651,Collector Tank,107,Tri-Monthly,12-11,terminal 2
12652,Collector Tank,108,Tri-Monthly,03-10,terminal 2
12653,Collector Tank,108,Tri-Monthly,06-12,terminal 2
12654,Collector Tank,108,Tri-Monthly,09-11,terminal 2
12655,Collector Tank,108,Tri-Monthly,12-11,terminal 2
12656,Collector Tank,32,Tri-Monthly,03-10,terminal 3
12657,Collector Tank,32,Tri-Monthly,06-12,terminal 3
12658,Collector Tank,32,Tri-Monthly,09-11,terminal 3
12659,Collector Tank,32,Tri-Monthly,12-11,terminal 3
12660,Collector Tank,33,Tri-Monthly,03-10,terminal 3
12661,Collector Tank,33,Tri-Monthly,06-12,terminal 3
12662,Collector Tank,33,Tri-Monthly,09-11,terminal 3
12663,Collector Tank,33,Tri-Monthly,12-11,terminal 3
12664,Collector Tank,35,Tri-Monthly,03-03,terminal 3
12665,Collector Tank,35,Tri-Monthly,06-05,terminal 3
12666,Collector Tank,35,Tri-Monthly,09-04,terminal 3
12667,Collector Tank,35,Tri-Monthly,12-04,terminal 3
12668,Collector Tank,51,Tri-Monthly,03-20,terminal 3
12669,Collector Tank,51,Tri-Monthly,06-20,terminal 3
12670,Collector Tank,51,Tri-Monthly,09-20,terminal 3
12671,Collector Tank,51,Tri-Monthly,12-20,terminal 3
12672,Collector Tank,55,Tri-Monthly,03-10,terminal 3
12673,Collector Tank,55,Tri-Monthly,06-09,terminal 3
12674,Collector Tank,55,Tri-Monthly,09-11,terminal 3
12675,Collector Tank,55,Tri-Monthly,12-11,terminal 3
12676,Collector Tank,56,Tri-Monthly,03-17,terminal 3
12677,Collector Tank,56,Tri-Monthly,06-16,terminal 3
12678,Collector Tank,56,Tri-Monthly,09-18,terminal 3
12679,Collector Tank,56,Tri-Monthly,12-18,terminal 3
12680,Collector Tank,57,Tri-Monthly,03-17,terminal 3
12681,Collector Tank,57,Tri-Monthly,06-16,terminal 3
12682,Collector Tank,57,Tri-Monthly,09-18,terminal 3
12683,Collector Tank,57,Tri-Monthly,12-18,terminal 3
12684,Collector Tank,58,Tri-Monthly,03-16,terminal 3
12685,Collector Tank,58,Tri-Monthly,06-16,terminal 3
12686,Collector Tank,58,Tri-Monthly,09-15,terminal 3
12687,Collector Tank,58,Tri-Monthly,12-15,terminal 3
12688,Collector Tank,59,Tri-Monthly,03-16,terminal 3
12689,Collector Tank,59,Tri-Monthly,06-16,terminal 3
12690,Collector Tank,59,Tri-Monthly,09-15,terminal 3
12691,Collector Tank,59,Tri-Monthly,12-15,terminal 3
12692,Collector Tank,60,Tri-Monthly,03-13,terminal 3
12693,Collector Tank,60,Tri-Monthly,06-13,terminal 3
12694,Collector Tank,60,Tri-Monthly,09-13,terminal 3
12695,Collector Tank,60,Tri-Monthly,12-13,terminal 3
12696,Collector Tank,63,Tri-Monthly,03-10,terminal 3
12697,Collector Tank,63,Tri-Monthly,06-12,terminal 3
12698,Collector Tank,63,Tri-Monthly,09-11,terminal 3
12699,Collector Tank,63,Tri-Monthly,12-11,terminal 3
12700,Collector Tank,64,Tri-Monthly,03-16,terminal 3
12701,Collector Tank,64,Tri-Monthly,06-16,terminal 3
12702,Collector Tank,64,Tri-Monthly,09-15,terminal 3
12703,Collector Tank,64,Tri-Monthly,12-15,terminal 3
12704,Collector Tank,67,Tri-Monthly,03-10,terminal 3
12705,Collector Tank,67,Tri-Monthly,06-12,terminal 3
12706,Collector Tank,67,Tri-Monthly,09-11,terminal 3
12707,Collector Tank,67,Tri-Monthly,12-11,terminal 3
12708,Collector Tank,76,Tri-Monthly,03-10,terminal 3
12709,Collector Tank,76,Tri-Monthly,06-12,terminal 3
12710,Collector Tank,76,Tri-Monthly,09-11,terminal 3
12711,Collector Tank,76,Tri-Monthly,12-11,terminal 3
12712,Collector Tank,90,Tri-Monthly,03-10,terminal 3
12713,Collector Tank,90,Tri-Monthly,06-12,terminal 3
12714,Collector Tank,90,Tri-Monthly,09-11,terminal 3
12715,Collector Tank,90,Tri-Monthly,12-11,terminal 3
12716,Collector Tank,91,Tri-Monthly,03-10,terminal 3
12717,Collector Tank,91,Tri-Monthly,06-12,terminal 3
12718,Collector Tank,91,Tri-Monthly,09-11,terminal 3
12719,Collector Tank,91,Tri-Monthly,12-11,terminal 3
12720,Collector Tank,92,Tri-Monthly,03-10,terminal 3
12721,Collector Tank,92,Tri-Monthly,06-12,terminal 3
12722,Collector Tank,92,Tri-Monthly,09-11,terminal 3
12723,Collector Tank,92,Tri-Monthly,12-11,terminal 3
12724,Collector Tank,104,Tri-Monthly,03-10,terminal 3
12725,Collector Tank,104,Tri-Monthly,06-12,terminal 3
12726,Collector Tank,104,Tri-Monthly,09-11,terminal 3
12727,Collector Tank,104,Tri-Monthly,12-11,terminal 3
12728,Collector Tank,105,Tri-Monthly,03-10,terminal 3
12729,Collector Tank,105,Tri-Monthly,06-12,terminal 3
12730,Collector Tank,105,Tri-Monthly,09-11,terminal 3
12731,Collector Tank,105,Tri-Monthly,12-11,terminal 3
12732,Overfill/ High Level Dry Test dan Wet Test (REFUELER),28,Tri-Monthly,03-30,terminal 1
12733,Overfill/ High Level Dry Test dan Wet Test (REFUELER),28,Tri-Monthly,06-30,terminal 1
12734,Overfill/ High Level Dry Test dan Wet Test (REFUELER),28,Tri-Monthly,09-29,terminal 1
12735,Overfill/ High Level Dry Test dan Wet Test (REFUELER),28,Tri-Monthly,12-29,terminal 1
12736,Overfill/ High Level Dry Test dan Wet Test (REFUELER),42,Tri-Monthly,03-30,terminal 1
12737,Overfill/ High Level Dry Test dan Wet Test (REFUELER),42,Tri-Monthly,06-30,terminal 1
12738,Overfill/ High Level Dry Test dan Wet Test (REFUELER),42,Tri-Monthly,09-29,terminal 1
12739,Overfill/ High Level Dry Test dan Wet Test (REFUELER),42,Tri-Monthly,12-29,terminal 1
12740,Overfill/ High Level Dry Test dan Wet Test (REFUELER),71,Tri-Monthly,03-20,terminal 1
12741,Overfill/ High Level Dry Test dan Wet Test (REFUELER),71,Tri-Monthly,06-20,terminal 1
12742,Overfill/ High Level Dry Test dan Wet Test (REFUELER),71,Tri-Monthly,09-20,terminal 1
12743,Overfill/ High Level Dry Test dan Wet Test (REFUELER),71,Tri-Monthly,12-20,terminal 1
12744,Overfill/ High Level Dry Test dan Wet Test (REFUELER),48,Tri-Monthly,03-08,terminal 2
12745,Overfill/ High Level Dry Test dan Wet Test (REFUELER),48,Tri-Monthly,06-08,terminal 2
12746,Overfill/ High Level Dry Test dan Wet Test (REFUELER),48,Tri-Monthly,09-08,terminal 2
12747,Overfill/ High Level Dry Test dan Wet Test (REFUELER),48,Tri-Monthly,12-08,terminal 2
12748,Overfill/ High Level Dry Test dan Wet Test (REFUELER),101,Tri-Monthly,03-30,terminal 2
12749,Overfill/ High Level Dry Test dan Wet Test (REFUELER),101,Tri-Monthly,06-30,terminal 2
12750,Overfill/ High Level Dry Test dan Wet Test (REFUELER),101,Tri-Monthly,09-29,terminal 2
12751,Overfill/ High Level Dry Test dan Wet Test (REFUELER),101,Tri-Monthly,12-29,terminal 2
12752,Meter Calibration (Internal),106,Six-Monthly,02-10,terminal 1
12753,METER CALIBRATION (EXTERNAL),106,Six-Monthly,08-11,terminal 1
12754,Meter Calibration (Internal),28,Six-Monthly,02-13,terminal 1
12755,METER CALIBRATION (EXTERNAL),28,Six-Monthly,08-11,terminal 1
12756,Meter Calibration (Internal),36,Six-Monthly,02-13,terminal 1
12757,METER CALIBRATION (EXTERNAL),36,Six-Monthly,08-11,terminal 1
12758,METER CALIBRATION (EXTERNAL),37,Six-Monthly,05-23,terminal 1
12759,Meter Calibration (Internal),37,Six-Monthly,11-23,terminal 1
12760,Meter Calibration (Internal),40,Six-Monthly,02-10,terminal 1
12761,METER CALIBRATION (EXTERNAL),40,Six-Monthly,08-10,terminal 1
12762,Meter Calibration (Internal),42,Six-Monthly,02-13,terminal 1
12763,METER CALIBRATION (EXTERNAL),42,Six-Monthly,08-11,terminal 1
12764,METER CALIBRATION (EXTERNAL),52,Six-Monthly,01-26,terminal 1
12765,Meter Calibration (Internal),52,Six-Monthly,07-26,terminal 1
12766,METER CALIBRATION (EXTERNAL),53,Six-Monthly,05-24,terminal 1
12767,Meter Calibration (Internal),53,Six-Monthly,11-24,terminal 1
12768,METER CALIBRATION (EXTERNAL),54,Six-Monthly,01-10,terminal 1
12769,Meter Calibration (Internal),54,Six-Monthly,07-10,terminal 1
12770,METER CALIBRATION (EXTERNAL),62,Six-Monthly,05-24,terminal 1
12771,Meter Calibration (Internal),62,Six-Monthly,11-24,terminal 1
12772,Meter Calibration (Internal),71,Six-Monthly,03-13,terminal 1
12773,METER CALIBRATION (EXTERNAL),71,Six-Monthly,09-12,terminal 1
12774,METER CALIBRATION (EXTERNAL),73,Six-Monthly,05-23,terminal 1
12775,Meter Calibration (Internal),73,Six-Monthly,11-23,terminal 1
12776,METER CALIBRATION (EXTERNAL),94,Six-Monthly,01-27,terminal 1
12777,Meter Calibration (Internal),94,Six-Monthly,07-27,terminal 1
12778,METER CALIBRATION (EXTERNAL),96,Six-Monthly,01-27,terminal 1
12779,Meter Calibration (Internal),96,Six-Monthly,07-27,terminal 1
12780,Meter Calibration (Internal),99,Six-Monthly,02-13,terminal 1
12781,METER CALIBRATION (EXTERNAL),99,Six-Monthly,08-11,terminal 1
12782,METER CALIBRATION (EXTERNAL),103,Six-Monthly,01-10,terminal 1
12783,Meter Calibration (Internal),103,Six-Monthly,07-10,terminal 1
12784,METER CALIBRATION (EXTERNAL),31,Six-Monthly,05-18,terminal 1
