,Activity,SKH,Type,Date,base,year_date,execution_date
2777,"Bonding Wire, Lanyard & Flame Trap Check",105,Weekly,12-15,terminal 3,2023-12-15,
2778,"Bonding Wire, Lanyard & Flame Trap Check",105,Weekly,12-22,terminal 3,2023-12-22,
2779,"Bonding Wire, Lanyard & Flame Trap Check",105,Weekly,12-29,terminal 3,2023-12-29,
2780,interlock system,106,Weekly,01-02,terminal 1,2023-01-02,
2781,interlock system,106,Weekly,01-09,terminal 1,2023-01-09,
2782,interlock system,106,Weekly,01-16,terminal 1,2023-01-16,
2783,interlock system,106,Weekly,01-23,terminal 1,2023-01-24,
2784,interlock system,106,Weekly,01-30,terminal 1,2023-01-30,
2785,interlock system,106,Weekly,02-06,terminal 1,2023-02-06,
2786,interlock system,106,Weekly,02-13,terminal 1,2023-02-13,
2787,interlock system,106,Weekly,02-20,terminal 1,2023-02-20,
2788,interlock system,106,Weekly,02-27,terminal 1,2023-02-27,
2789,interlock system,106,Weekly,03-06,terminal 1,2023-03-06,
2790,interlock system,106,Weekly,03-13,terminal 1,2023-03-13,
2791,interlock system,106,Weekly,03-20,terminal 1,2023-03-20,
2792,interlock system,106,Weekly,03-27,terminal 1,2023-03-27,
2793,interlock system,106,Weekly,04-03,terminal 1,2023-04-03,
2794,interlock system,106,Weekly,04-10,terminal 1,2023-04-10,
2795,interlock system,106,Weekly,04-17,terminal 1,2023-04-17,
2796,interlock system,106,Weekly,04-24,terminal 1,2023-04-27,
2797,interlock system,106,Weekly,05-01,terminal 1,2023-04-28,
2798,interlock system,106,Weekly,05-08,terminal 1,2023-05-08,
2799,interlock system,106,Weekly,05-15,terminal 1,2023-05-15,
2800,interlock system,106,Weekly,05-22,terminal 1,2023-05-22,
2801,interlock system,106,Weekly,05-29,terminal 1,2023-05-29,
2802,interlock system,106,Weekly,06-05,terminal 1,2023-06-05,
2803,interlock system,106,Weekly,06-12,terminal 1,2023-06-12,
2804,interlock system,106,Weekly,06-19,terminal 1,2023-06-19,
2805,interlock system,106,Weekly,06-26,terminal 1,2023-06-26,
2806,interlock system,106,Weekly,07-03,terminal 1,2023-07-03,
2807,interlock system,106,Weekly,07-10,terminal 1,2023-07-10,
2808,interlock system,106,Weekly,07-17,terminal 1,2023-07-17,
2809,interlock system,106,Weekly,07-24,terminal 1,2023-07-24,
2810,interlock system,106,Weekly,07-31,terminal 1,2023-07-31,
2811,interlock system,106,Weekly,08-07,terminal 1,2023-08-07,
2812,interlock system,106,Weekly,08-14,terminal 1,2023-08-14,
2813,interlock system,106,Weekly,08-21,terminal 1,2023-08-21,
2814,interlock system,106,Weekly,08-28,terminal 1,2023-08-28,
2815,interlock system,106,Weekly,09-04,terminal 1,2023-09-04,
2816,interlock system,106,Weekly,09-11,terminal 1,2023-09-11,
2817,interlock system,106,Weekly,09-18,terminal 1,2023-09-18,
2818,interlock system,106,Weekly,09-25,terminal 1,2023-09-25,
2819,interlock system,106,Weekly,10-02,terminal 1,2023-10-02,
2820,interlock system,106,Weekly,10-09,terminal 1,2023-10-09,
2821,interlock system,106,Weekly,10-16,terminal 1,2023-10-16,
2822,interlock system,106,Weekly,10-23,terminal 1,2023-10-23,
2823,interlock system,106,Weekly,10-30,terminal 1,2023-10-30,
2824,interlock system,106,Weekly,11-06,terminal 1,2023-11-06,
2825,interlock system,106,Weekly,11-13,terminal 1,2023-11-13,
2826,interlock system,106,Weekly,11-20,terminal 1,2023-11-20,
2827,interlock system,106,Weekly,11-27,terminal 1,2023-11-27,
2828,interlock system,106,Weekly,12-04,terminal 1,2023-12-04,
