,Activity,SKH,Type,Date,base,year_date,execution_date
7128,tyre pressure and wheel,59,Weekly,03-29,terminal 3,2023-03-29,
7129,tyre pressure and wheel,59,Weekly,04-05,terminal 3,2023-04-05,
7130,tyre pressure and wheel,59,Weekly,04-12,terminal 3,2023-04-12,
7131,tyre pressure and wheel,59,Weekly,04-19,terminal 3,2023-04-19,
7132,tyre pressure and wheel,59,Weekly,04-26,terminal 3,2023-04-27,
7133,tyre pressure and wheel,59,Weekly,05-03,terminal 3,2023-05-03,
7134,tyre pressure and wheel,59,Weekly,05-10,terminal 3,2023-05-10,
7135,tyre pressure and wheel,59,Weekly,05-17,terminal 3,2023-05-17,
7136,tyre pressure and wheel,59,Weekly,05-24,terminal 3,2023-05-24,
7137,tyre pressure and wheel,59,Weekly,05-31,terminal 3,2023-05-31,
7138,tyre pressure and wheel,59,Weekly,06-07,terminal 3,2023-06-07,
7139,tyre pressure and wheel,59,Weekly,06-14,terminal 3,2023-06-14,
7140,tyre pressure and wheel,59,Weekly,06-21,terminal 3,2023-06-21,
7141,tyre pressure and wheel,59,Weekly,06-28,terminal 3,2023-06-28,
7142,tyre pressure and wheel,59,Weekly,07-05,terminal 3,2023-07-05,
7143,tyre pressure and wheel,59,Weekly,07-12,terminal 3,2023-07-12,
7144,tyre pressure and wheel,59,Weekly,07-19,terminal 3,2023-07-18,
7145,tyre pressure and wheel,59,Weekly,07-26,terminal 3,2023-07-26,
7146,tyre pressure and wheel,59,Weekly,08-02,terminal 3,2023-08-02,
7147,tyre pressure and wheel,59,Weekly,08-09,terminal 3,2023-08-09,
7148,tyre pressure and wheel,59,Weekly,08-16,terminal 3,2023-08-16,
7149,tyre pressure and wheel,59,Weekly,08-23,terminal 3,2023-08-23,
7150,tyre pressure and wheel,59,Weekly,08-30,terminal 3,2023-08-30,
7151,tyre pressure and wheel,59,Weekly,09-06,terminal 3,2023-09-06,
7152,tyre pressure and wheel,59,Weekly,09-13,terminal 3,2023-09-13,
7153,tyre pressure and wheel,59,Weekly,09-20,terminal 3,2023-09-20,
7154,tyre pressure and wheel,59,Weekly,09-27,terminal 3,2023-09-27,
7155,tyre pressure and wheel,59,Weekly,10-04,terminal 3,2023-10-04,
7156,tyre pressure and wheel,59,Weekly,10-11,terminal 3,2023-10-11,
7157,tyre pressure and wheel,59,Weekly,10-25,terminal 3,2023-10-25,
7158,tyre pressure and wheel,59,Weekly,11-01,terminal 3,2023-11-01,
7159,tyre pressure and wheel,59,Weekly,11-08,terminal 3,2023-11-08,
7160,tyre pressure and wheel,59,Weekly,11-15,terminal 3,2023-11-15,
7161,tyre pressure and wheel,59,Weekly,11-22,terminal 3,2023-11-22,
7162,tyre pressure and wheel,59,Weekly,11-29,terminal 3,2023-11-29,
7163,tyre pressure and wheel,59,Weekly,12-06,terminal 3,2023-12-06,
7164,tyre pressure and wheel,59,Weekly,12-13,terminal 3,2023-12-13,
7165,tyre pressure and wheel,59,Weekly,12-20,terminal 3,2023-12-20,
7166,tyre pressure and wheel,59,Weekly,12-27,terminal 3,2023-12-27,
7167,tyre pressure and wheel,60,Weekly,01-04,terminal 3,2023-01-04,
7168,tyre pressure and wheel,60,Weekly,01-11,terminal 3,2023-01-11,
7169,tyre pressure and wheel,60,Weekly,01-18,terminal 3,2023-01-18,
7170,tyre pressure and wheel,60,Weekly,01-25,terminal 3,2023-01-25,
7171,tyre pressure and wheel,60,Weekly,02-01,terminal 3,2023-02-01,
7172,tyre pressure and wheel,60,Weekly,02-08,terminal 3,2023-02-08,
7173,tyre pressure and wheel,60,Weekly,02-15,terminal 3,2023-02-15,
7174,tyre pressure and wheel,60,Weekly,02-22,terminal 3,2023-02-22,
7175,tyre pressure and wheel,60,Weekly,03-01,terminal 3,2023-03-01,
7176,tyre pressure and wheel,60,Weekly,03-08,terminal 3,2023-03-08,
7177,tyre pressure and wheel,60,Weekly,03-15,terminal 3,2023-03-15,
7178,tyre pressure and wheel,60,Weekly,03-22,terminal 3,2023-03-21,
7179,tyre pressure and wheel,60,Weekly,03-29,terminal 3,2023-03-29,
7180,tyre pressure and wheel,60,Weekly,04-05,terminal 3,2023-04-05,
7181,tyre pressure and wheel,60,Weekly,04-12,terminal 3,2023-04-12,
7182,tyre pressure and wheel,60,Weekly,04-19,terminal 3,2023-04-19,
7183,tyre pressure and wheel,60,Weekly,04-26,terminal 3,2023-04-27,
7184,tyre pressure and wheel,60,Weekly,05-03,terminal 3,2023-05-03,
7185,tyre pressure and wheel,60,Weekly,05-10,terminal 3,2023-05-10,
7186,tyre pressure and wheel,60,Weekly,05-17,terminal 3,2023-05-17,
7187,tyre pressure and wheel,60,Weekly,05-24,terminal 3,2023-05-24,
7188,tyre pressure and wheel,60,Weekly,05-31,terminal 3,2023-05-31,
7189,tyre pressure and wheel,60,Weekly,06-07,terminal 3,2023-06-07,
7190,tyre pressure and wheel,60,Weekly,06-14,terminal 3,2023-06-14,
7191,tyre pressure and wheel,60,Weekly,06-21,terminal 3,2023-06-21,
7192,tyre pressure and wheel,60,Weekly,06-28,terminal 3,2023-06-28,
7193,tyre pressure and wheel,60,Weekly,07-05,terminal 3,2023-07-05,
7194,tyre pressure and wheel,60,Weekly,07-12,terminal 3,2023-07-12,
7195,tyre pressure and wheel,60,Weekly,07-19,terminal 3,2023-07-18,
7196,tyre pressure and wheel,60,Weekly,07-26,terminal 3,2023-07-26,
7197,tyre pressure and wheel,60,Weekly,08-02,terminal 3,2023-08-02,
7198,tyre pressure and wheel,60,Weekly,08-09,terminal 3,2023-08-09,
7199,tyre pressure and wheel,60,Weekly,08-16,terminal 3,2023-08-16,
7200,tyre pressure and wheel,60,Weekly,08-23,terminal 3,2023-08-23,
7201,tyre pressure and wheel,60,Weekly,08-30,terminal 3,2023-08-30,
7202,tyre pressure and wheel,60,Weekly,09-06,terminal 3,2023-09-06,
7203,tyre pressure and wheel,60,Weekly,09-13,terminal 3,2023-09-13,
7204,tyre pressure and wheel,60,Weekly,09-20,terminal 3,2023-09-20,
7205,tyre pressure and wheel,60,Weekly,09-27,terminal 3,2023-09-27,
7206,tyre pressure and wheel,60,Weekly,10-04,terminal 3,2023-10-04,
7207,tyre pressure and wheel,60,Weekly,10-11,terminal 3,2023-10-11,
7208,tyre pressure and wheel,60,Weekly,10-25,terminal 3,2023-10-25,
7209,tyre pressure and wheel,60,Weekly,11-01,terminal 3,2023-11-01,
7210,tyre pressure and wheel,60,Weekly,11-08,terminal 3,2023-11-08,
7211,tyre pressure and wheel,60,Weekly,11-15,terminal 3,2023-11-15,
7212,tyre pressure and wheel,60,Weekly,11-22,terminal 3,2023-11-22,
7213,tyre pressure and wheel,60,Weekly,11-29,terminal 3,2023-11-29,
7214,tyre pressure and wheel,60,Weekly,12-06,terminal 3,2023-12-06,
7215,tyre pressure and wheel,60,Weekly,12-13,terminal 3,2023-12-13,
7216,tyre pressure and wheel,60,Weekly,12-20,terminal 3,2023-12-20,
7217,tyre pressure and wheel,60,Weekly,12-27,terminal 3,2023-12-27,
7218,tyre pressure and wheel,63,Weekly,01-04,terminal 3,2023-01-04,
7219,tyre pressure and wheel,63,Weekly,01-11,terminal 3,2023-01-11,
7220,tyre pressure and wheel,63,Weekly,01-18,terminal 3,2023-01-18,
7221,tyre pressure and wheel,63,Weekly,01-25,terminal 3,2023-01-25,
7222,tyre pressure and wheel,63,Weekly,02-01,terminal 3,2023-02-01,
7223,tyre pressure and wheel,63,Weekly,02-08,terminal 3,2023-02-08,
7224,tyre pressure and wheel,63,Weekly,02-15,terminal 3,2023-02-15,
7225,tyre pressure and wheel,63,Weekly,02-22,terminal 3,2023-02-22,
7226,tyre pressure and wheel,63,Weekly,03-01,terminal 3,2023-03-01,
7227,tyre pressure and wheel,63,Weekly,03-08,terminal 3,2023-03-08,
7228,tyre pressure and wheel,63,Weekly,03-15,terminal 3,2023-03-15,
7229,tyre pressure and wheel,63,Weekly,03-22,terminal 3,2023-03-21,
7230,tyre pressure and wheel,63,Weekly,03-29,terminal 3,2023-03-29,
7231,tyre pressure and wheel,63,Weekly,04-05,terminal 3,2023-04-05,
7232,tyre pressure and wheel,63,Weekly,04-12,terminal 3,2023-04-12,
7233,tyre pressure and wheel,63,Weekly,04-19,terminal 3,2023-04-19,
7234,tyre pressure and wheel,63,Weekly,04-26,terminal 3,2023-04-27,
7235,tyre pressure and wheel,63,Weekly,05-03,terminal 3,2023-05-03,
7236,tyre pressure and wheel,63,Weekly,05-10,terminal 3,2023-05-10,
7237,tyre pressure and wheel,63,Weekly,05-17,terminal 3,2023-05-17,
7238,tyre pressure and wheel,63,Weekly,05-24,terminal 3,2023-05-24,
7239,tyre pressure and wheel,63,Weekly,05-31,terminal 3,2023-05-31,
7240,tyre pressure and wheel,63,Weekly,06-07,terminal 3,2023-06-07,
7241,tyre pressure and wheel,63,Weekly,06-14,terminal 3,2023-06-14,
7242,tyre pressure and wheel,63,Weekly,06-21,terminal 3,2023-06-21,
7243,tyre pressure and wheel,63,Weekly,06-28,terminal 3,2023-06-28,
7244,tyre pressure and wheel,63,Weekly,07-05,terminal 3,2023-07-05,
7245,tyre pressure and wheel,63,Weekly,07-12,terminal 3,2023-07-12,
7246,tyre pressure and wheel,63,Weekly,07-19,terminal 3,2023-07-18,
7247,tyre pressure and wheel,63,Weekly,07-26,terminal 3,2023-07-26,
7248,tyre pressure and wheel,63,Weekly,08-02,terminal 3,2023-08-02,
7249,tyre pressure and wheel,63,Weekly,08-09,terminal 3,2023-08-09,
7250,tyre pressure and wheel,63,Weekly,08-16,terminal 3,2023-08-16,
7251,tyre pressure and wheel,63,Weekly,08-23,terminal 3,2023-08-23,
7252,tyre pressure and wheel,63,Weekly,08-30,terminal 3,2023-08-30,
7253,tyre pressure and wheel,63,Weekly,09-06,terminal 3,2023-09-06,
7254,tyre pressure and wheel,63,Weekly,09-13,terminal 3,2023-09-13,
7255,tyre pressure and wheel,63,Weekly,09-20,terminal 3,2023-09-20,
7256,tyre pressure and wheel,63,Weekly,09-27,terminal 3,2023-09-27,
7257,tyre pressure and wheel,63,Weekly,10-04,terminal 3,2023-10-04,
7258,tyre pressure and wheel,63,Weekly,10-11,terminal 3,2023-10-11,
7259,tyre pressure and wheel,63,Weekly,10-25,terminal 3,2023-10-25,
7260,tyre pressure and wheel,63,Weekly,11-01,terminal 3,2023-11-01,
7261,tyre pressure and wheel,63,Weekly,11-08,terminal 3,2023-11-08,
7262,tyre pressure and wheel,63,Weekly,11-15,terminal 3,2023-11-15,
7263,tyre pressure and wheel,63,Weekly,11-22,terminal 3,2023-11-22,
7264,tyre pressure and wheel,63,Weekly,11-29,terminal 3,2023-11-29,
7265,tyre pressure and wheel,63,Weekly,12-06,terminal 3,2023-12-06,
7266,tyre pressure and wheel,63,Weekly,12-13,terminal 3,2023-12-13,
7267,tyre pressure and wheel,63,Weekly,12-20,terminal 3,2023-12-20,
7268,tyre pressure and wheel,63,Weekly,12-27,terminal 3,2023-12-27,
7269,tyre pressure and wheel,62,Weekly,01-05,terminal 1,2023-01-05,
7270,tyre pressure and wheel,62,Weekly,01-12,terminal 1,2023-01-12,
7271,tyre pressure and wheel,62,Weekly,01-19,terminal 1,2023-01-19,
7272,tyre pressure and wheel,62,Weekly,01-26,terminal 1,2023-01-26,
7273,tyre pressure and wheel,62,Weekly,02-02,terminal 1,2023-02-02,
7274,tyre pressure and wheel,62,Weekly,02-09,terminal 1,2023-02-09,
7275,tyre pressure and wheel,62,Weekly,02-16,terminal 1,2023-02-16,
7276,tyre pressure and wheel,62,Weekly,02-23,terminal 1,2023-02-23,
7277,tyre pressure and wheel,62,Weekly,03-02,terminal 1,2023-03-02,
7278,tyre pressure and wheel,62,Weekly,03-09,terminal 1,2023-03-09,
7279,tyre pressure and wheel,62,Weekly,03-16,terminal 1,2023-03-16,
7280,tyre pressure and wheel,62,Weekly,03-23,terminal 1,2023-03-20,
7281,tyre pressure and wheel,62,Weekly,03-30,terminal 1,2023-03-30,
7282,tyre pressure and wheel,62,Weekly,04-06,terminal 1,2023-04-06,
7283,tyre pressure and wheel,62,Weekly,04-13,terminal 1,2023-04-13,
7284,tyre pressure and wheel,62,Weekly,04-20,terminal 1,2023-04-20,
7285,tyre pressure and wheel,62,Weekly,04-27,terminal 1,2023-04-27,
7286,tyre pressure and wheel,62,Weekly,05-04,terminal 1,2023-05-04,
7287,tyre pressure and wheel,62,Weekly,05-11,terminal 1,2023-05-11,
7288,tyre pressure and wheel,62,Weekly,05-18,terminal 1,2023-05-17,
7289,tyre pressure and wheel,62,Weekly,05-25,terminal 1,2023-05-25,
7290,tyre pressure and wheel,62,Weekly,06-01,terminal 1,2023-05-31,
7291,tyre pressure and wheel,62,Weekly,06-08,terminal 1,2023-06-08,
7292,tyre pressure and wheel,62,Weekly,06-15,terminal 1,2023-06-15,
7293,tyre pressure and wheel,62,Weekly,06-22,terminal 1,2023-06-22,
7294,tyre pressure and wheel,62,Weekly,06-29,terminal 1,2023-06-28,
7295,tyre pressure and wheel,62,Weekly,07-06,terminal 1,2023-07-06,
7296,tyre pressure and wheel,62,Weekly,07-13,terminal 1,2023-07-13,
7297,tyre pressure and wheel,62,Weekly,07-20,terminal 1,2023-07-20,
7298,tyre pressure and wheel,62,Weekly,07-27,terminal 1,2023-07-27,
7299,tyre pressure and wheel,62,Weekly,08-03,terminal 1,2023-08-03,
7300,tyre pressure and wheel,62,Weekly,08-10,terminal 1,2023-08-10,
7301,tyre pressure and wheel,62,Weekly,08-17,terminal 1,2023-08-16,
7302,tyre pressure and wheel,62,Weekly,08-24,terminal 1,2023-08-24,
7303,tyre pressure and wheel,62,Weekly,08-31,terminal 1,2023-08-31,
7304,tyre pressure and wheel,62,Weekly,09-07,terminal 1,2023-09-07,
7305,tyre pressure and wheel,62,Weekly,09-14,terminal 1,2023-09-14,
7306,tyre pressure and wheel,62,Weekly,09-21,terminal 1,2023-09-21,
7307,tyre pressure and wheel,62,Weekly,09-28,terminal 1,2023-09-27,
7308,tyre pressure and wheel,62,Weekly,10-05,terminal 1,2023-10-05,
7309,tyre pressure and wheel,62,Weekly,10-12,terminal 1,2023-10-12,
7310,tyre pressure and wheel,62,Weekly,10-26,terminal 1,2023-10-26,
7311,tyre pressure and wheel,62,Weekly,11-02,terminal 1,2023-11-02,
7312,tyre pressure and wheel,62,Weekly,11-09,terminal 1,2023-11-09,
7313,tyre pressure and wheel,62,Weekly,11-16,terminal 1,2023-11-16,
7314,tyre pressure and wheel,62,Weekly,11-23,terminal 1,2023-11-23,
7315,tyre pressure and wheel,62,Weekly,11-30,terminal 1,2023-11-30,
7316,tyre pressure and wheel,62,Weekly,12-07,terminal 1,2023-12-07,
7317,tyre pressure and wheel,62,Weekly,12-14,terminal 1,2023-12-14,
7318,tyre pressure and wheel,62,Weekly,12-21,terminal 1,2023-12-21,
7319,tyre pressure and wheel,62,Weekly,12-28,terminal 1,2023-12-28,
7320,tyre pressure and wheel,71,Weekly,01-05,terminal 1,2023-01-05,
7321,tyre pressure and wheel,71,Weekly,01-12,terminal 1,2023-01-12,
7322,tyre pressure and wheel,71,Weekly,01-19,terminal 1,2023-01-19,
7323,tyre pressure and wheel,71,Weekly,01-26,terminal 1,2023-01-26,
7324,tyre pressure and wheel,71,Weekly,02-02,terminal 1,2023-02-02,
7325,tyre pressure and wheel,71,Weekly,02-09,terminal 1,2023-02-09,
7326,tyre pressure and wheel,71,Weekly,02-16,terminal 1,2023-02-16,
7327,tyre pressure and wheel,71,Weekly,02-23,terminal 1,2023-02-23,
7328,tyre pressure and wheel,71,Weekly,03-02,terminal 1,2023-03-02,
7329,tyre pressure and wheel,71,Weekly,03-09,terminal 1,2023-03-09,
7330,tyre pressure and wheel,71,Weekly,03-16,terminal 1,2023-03-16,
7331,tyre pressure and wheel,71,Weekly,03-23,terminal 1,2023-03-20,
7332,tyre pressure and wheel,71,Weekly,03-30,terminal 1,2023-03-30,
7333,tyre pressure and wheel,71,Weekly,04-06,terminal 1,2023-04-06,
7334,tyre pressure and wheel,71,Weekly,04-13,terminal 1,2023-04-13,
7335,tyre pressure and wheel,71,Weekly,04-20,terminal 1,2023-04-20,
7336,tyre pressure and wheel,71,Weekly,04-27,terminal 1,2023-04-27,
7337,tyre pressure and wheel,71,Weekly,05-04,terminal 1,2023-05-04,
7338,tyre pressure and wheel,71,Weekly,05-11,terminal 1,2023-05-11,
7339,tyre pressure and wheel,71,Weekly,05-18,terminal 1,2023-05-17,
7340,tyre pressure and wheel,71,Weekly,05-25,terminal 1,2023-05-25,
7341,tyre pressure and wheel,71,Weekly,06-01,terminal 1,2023-05-31,
7342,tyre pressure and wheel,71,Weekly,06-08,terminal 1,2023-06-08,
7343,tyre pressure and wheel,71,Weekly,06-15,terminal 1,2023-06-15,
7344,tyre pressure and wheel,71,Weekly,06-22,terminal 1,2023-06-22,
7345,tyre pressure and wheel,71,Weekly,06-29,terminal 1,2023-06-28,
7346,tyre pressure and wheel,71,Weekly,07-06,terminal 1,2023-07-06,
7347,tyre pressure and wheel,71,Weekly,07-13,terminal 1,2023-07-13,
7348,tyre pressure and wheel,71,Weekly,07-20,terminal 1,2023-07-20,
7349,tyre pressure and wheel,71,Weekly,07-27,terminal 1,2023-07-27,
7350,tyre pressure and wheel,71,Weekly,08-03,terminal 1,2023-08-03,
7351,tyre pressure and wheel,71,Weekly,08-10,terminal 1,2023-08-10,
7352,tyre pressure and wheel,71,Weekly,08-17,terminal 1,2023-08-16,
7353,tyre pressure and wheel,71,Weekly,08-24,terminal 1,2023-08-24,
7354,tyre pressure and wheel,71,Weekly,08-31,terminal 1,2023-08-31,
7355,tyre pressure and wheel,71,Weekly,09-07,terminal 1,2023-09-07,
7356,tyre pressure and wheel,71,Weekly,09-14,terminal 1,2023-09-14,
7357,tyre pressure and wheel,71,Weekly,09-21,terminal 1,2023-09-21,
7358,tyre pressure and wheel,71,Weekly,09-28,terminal 1,2023-09-27,
7359,tyre pressure and wheel,71,Weekly,10-05,terminal 1,2023-10-05,
7360,tyre pressure and wheel,71,Weekly,10-12,terminal 1,2023-10-12,
7361,tyre pressure and wheel,71,Weekly,10-26,terminal 1,2023-10-26,
7362,tyre pressure and wheel,71,Weekly,11-02,terminal 1,2023-11-02,
7363,tyre pressure and wheel,71,Weekly,11-09,terminal 1,2023-11-09,
7364,tyre pressure and wheel,71,Weekly,11-16,terminal 1,2023-11-16,
7365,tyre pressure and wheel,71,Weekly,11-23,terminal 1,2023-11-23,
7366,tyre pressure and wheel,71,Weekly,11-30,terminal 1,2023-11-30,
7367,tyre pressure and wheel,71,Weekly,12-07,terminal 1,2023-12-07,
7368,tyre pressure and wheel,71,Weekly,12-14,terminal 1,2023-12-14,
7369,tyre pressure and wheel,71,Weekly,12-21,terminal 1,2023-12-21,
7370,tyre pressure and wheel,71,Weekly,12-28,terminal 1,2023-12-28,
7371,tyre pressure and wheel,73,Weekly,01-05,terminal 1,2023-01-05,
7372,tyre pressure and wheel,73,Weekly,01-12,terminal 1,2023-01-12,
7373,tyre pressure and wheel,73,Weekly,01-19,terminal 1,2023-01-19,
7374,tyre pressure and wheel,73,Weekly,01-26,terminal 1,2023-01-26,
7375,tyre pressure and wheel,73,Weekly,02-02,terminal 1,2023-02-02,
7376,tyre pressure and wheel,73,Weekly,02-09,terminal 1,2023-02-09,
7377,tyre pressure and wheel,73,Weekly,02-16,terminal 1,2023-02-16,
7378,tyre pressure and wheel,73,Weekly,02-23,terminal 1,2023-02-23,
7379,tyre pressure and wheel,73,Weekly,03-02,terminal 1,2023-03-02,
7380,tyre pressure and wheel,73,Weekly,03-09,terminal 1,2023-03-09,
7381,tyre pressure and wheel,73,Weekly,03-16,terminal 1,2023-03-16,
7382,tyre pressure and wheel,73,Weekly,03-23,terminal 1,2023-03-20,
7383,tyre pressure and wheel,73,Weekly,03-30,terminal 1,2023-03-30,
7384,tyre pressure and wheel,73,Weekly,04-06,terminal 1,2023-04-06,
7385,tyre pressure and wheel,73,Weekly,04-13,terminal 1,2023-04-13,
7386,tyre pressure and wheel,73,Weekly,04-20,terminal 1,2023-04-20,
7387,tyre pressure and wheel,73,Weekly,04-27,terminal 1,2023-04-27,
7388,tyre pressure and wheel,73,Weekly,05-04,terminal 1,2023-05-04,
7389,tyre pressure and wheel,73,Weekly,05-11,terminal 1,2023-05-11,
7390,tyre pressure and wheel,73,Weekly,05-18,terminal 1,2023-05-17,
7391,tyre pressure and wheel,73,Weekly,05-25,terminal 1,2023-05-25,
7392,tyre pressure and wheel,73,Weekly,06-01,terminal 1,2023-05-31,
7393,tyre pressure and wheel,73,Weekly,06-08,terminal 1,2023-06-08,
7394,tyre pressure and wheel,73,Weekly,06-15,terminal 1,2023-06-15,
7395,tyre pressure and wheel,73,Weekly,06-22,terminal 1,2023-06-22,
7396,tyre pressure and wheel,73,Weekly,06-29,terminal 1,2023-06-28,
7397,tyre pressure and wheel,73,Weekly,07-06,terminal 1,2023-07-06,
7398,tyre pressure and wheel,73,Weekly,07-13,terminal 1,2023-07-13,
7399,tyre pressure and wheel,73,Weekly,07-20,terminal 1,2023-07-20,
7400,tyre pressure and wheel,73,Weekly,07-27,terminal 1,2023-07-27,
7401,tyre pressure and wheel,73,Weekly,08-03,terminal 1,2023-08-03,
7402,tyre pressure and wheel,73,Weekly,08-10,terminal 1,2023-08-10,
7403,tyre pressure and wheel,73,Weekly,08-17,terminal 1,2023-08-16,
7404,tyre pressure and wheel,73,Weekly,08-24,terminal 1,2023-08-24,
7405,tyre pressure and wheel,73,Weekly,08-31,terminal 1,2023-08-31,
7406,tyre pressure and wheel,73,Weekly,09-07,terminal 1,2023-09-07,
7407,tyre pressure and wheel,73,Weekly,09-14,terminal 1,2023-09-14,
7408,tyre pressure and wheel,73,Weekly,09-21,terminal 1,2023-09-21,
7409,tyre pressure and wheel,73,Weekly,09-28,terminal 1,2023-09-27,
7410,tyre pressure and wheel,73,Weekly,10-05,terminal 1,2023-10-05,
7411,tyre pressure and wheel,73,Weekly,10-12,terminal 1,2023-10-12,
7412,tyre pressure and wheel,73,Weekly,10-26,terminal 1,2023-10-26,
7413,tyre pressure and wheel,73,Weekly,11-02,terminal 1,2023-11-02,
7414,tyre pressure and wheel,73,Weekly,11-09,terminal 1,2023-11-09,
7415,tyre pressure and wheel,73,Weekly,11-16,terminal 1,2023-11-16,
7416,tyre pressure and wheel,73,Weekly,11-23,terminal 1,2023-11-23,
7417,tyre pressure and wheel,73,Weekly,11-30,terminal 1,2023-11-30,
7418,tyre pressure and wheel,73,Weekly,12-07,terminal 1,2023-12-07,
7419,tyre pressure and wheel,73,Weekly,12-14,terminal 1,2023-12-14,
7420,tyre pressure and wheel,73,Weekly,12-21,terminal 1,2023-12-21,
7421,tyre pressure and wheel,73,Weekly,12-28,terminal 1,2023-12-28,
7422,tyre pressure and wheel,94,Weekly,01-05,terminal 1,2023-01-05,
7423,tyre pressure and wheel,94,Weekly,01-12,terminal 1,2023-01-12,
7424,tyre pressure and wheel,94,Weekly,01-19,terminal 1,2023-01-19,
7425,tyre pressure and wheel,94,Weekly,01-26,terminal 1,2023-01-26,
7426,tyre pressure and wheel,94,Weekly,02-02,terminal 1,2023-02-02,
7427,tyre pressure and wheel,94,Weekly,02-09,terminal 1,2023-02-09,
7428,tyre pressure and wheel,94,Weekly,02-16,terminal 1,2023-02-16,
7429,tyre pressure and wheel,94,Weekly,02-23,terminal 1,2023-02-23,
7430,tyre pressure and wheel,94,Weekly,03-02,terminal 1,2023-03-02,
7431,tyre pressure and wheel,94,Weekly,03-09,terminal 1,2023-03-09,
7432,tyre pressure and wheel,94,Weekly,03-16,terminal 1,2023-03-16,
7433,tyre pressure and wheel,94,Weekly,03-23,terminal 1,2023-03-20,
7434,tyre pressure and wheel,94,Weekly,03-30,terminal 1,2023-03-30,
7435,tyre pressure and wheel,94,Weekly,04-06,terminal 1,2023-04-06,
7436,tyre pressure and wheel,94,Weekly,04-13,terminal 1,2023-04-13,
7437,tyre pressure and wheel,94,Weekly,04-20,terminal 1,2023-04-20,
7438,tyre pressure and wheel,94,Weekly,04-27,terminal 1,2023-04-27,
7439,tyre pressure and wheel,94,Weekly,05-04,terminal 1,2023-05-04,
7440,tyre pressure and wheel,94,Weekly,05-11,terminal 1,2023-05-11,
7441,tyre pressure and wheel,94,Weekly,05-18,terminal 1,2023-05-17,
7442,tyre pressure and wheel,94,Weekly,05-25,terminal 1,2023-05-25,
7443,tyre pressure and wheel,94,Weekly,06-01,terminal 1,2023-05-31,
7444,tyre pressure and wheel,94,Weekly,06-08,terminal 1,2023-06-08,
7445,tyre pressure and wheel,94,Weekly,06-15,terminal 1,2023-06-15,
7446,tyre pressure and wheel,94,Weekly,06-22,terminal 1,2023-06-22,
7447,tyre pressure and wheel,94,Weekly,06-29,terminal 1,2023-06-28,
7448,tyre pressure and wheel,94,Weekly,07-06,terminal 1,2023-07-06,
7449,tyre pressure and wheel,94,Weekly,07-13,terminal 1,2023-07-13,
7450,tyre pressure and wheel,94,Weekly,07-20,terminal 1,2023-07-20,
7451,tyre pressure and wheel,94,Weekly,07-27,terminal 1,2023-07-27,
7452,tyre pressure and wheel,94,Weekly,08-03,terminal 1,2023-08-03,
7453,tyre pressure and wheel,94,Weekly,08-10,terminal 1,2023-08-10,
7454,tyre pressure and wheel,94,Weekly,08-17,terminal 1,2023-08-16,
7455,tyre pressure and wheel,94,Weekly,08-24,terminal 1,2023-08-24,
7456,tyre pressure and wheel,94,Weekly,08-31,terminal 1,2023-08-31,
7457,tyre pressure and wheel,94,Weekly,09-07,terminal 1,2023-09-07,
7458,tyre pressure and wheel,94,Weekly,09-14,terminal 1,2023-09-14,
7459,tyre pressure and wheel,94,Weekly,09-21,terminal 1,2023-09-21,
7460,tyre pressure and wheel,94,Weekly,09-28,terminal 1,2023-09-27,
7461,tyre pressure and wheel,94,Weekly,10-05,terminal 1,2023-10-05,
7462,tyre pressure and wheel,94,Weekly,10-12,terminal 1,2023-10-12,
7463,tyre pressure and wheel,94,Weekly,10-26,terminal 1,2023-10-26,
7464,tyre pressure and wheel,94,Weekly,11-02,terminal 1,2023-11-02,
7465,tyre pressure and wheel,94,Weekly,11-09,terminal 1,2023-11-09,
7466,tyre pressure and wheel,94,Weekly,11-16,terminal 1,2023-11-16,
7467,tyre pressure and wheel,94,Weekly,11-23,terminal 1,2023-11-23,
7468,tyre pressure and wheel,94,Weekly,11-30,terminal 1,2023-11-30,
7469,tyre pressure and wheel,94,Weekly,12-07,terminal 1,2023-12-07,
7470,tyre pressure and wheel,94,Weekly,12-14,terminal 1,2023-12-14,
7471,tyre pressure and wheel,94,Weekly,12-21,terminal 1,2023-12-21,
7472,tyre pressure and wheel,94,Weekly,12-28,terminal 1,2023-12-28,
7473,tyre pressure and wheel,95,Weekly,01-05,terminal 2,2023-01-05,
7474,tyre pressure and wheel,95,Weekly,01-12,terminal 2,2023-01-12,
7475,tyre pressure and wheel,95,Weekly,01-19,terminal 2,2023-01-19,
7476,tyre pressure and wheel,95,Weekly,01-26,terminal 2,2023-01-26,
7477,tyre pressure and wheel,95,Weekly,02-02,terminal 2,2023-02-02,
7478,tyre pressure and wheel,95,Weekly,02-09,terminal 2,2023-02-09,
7479,tyre pressure and wheel,95,Weekly,02-16,terminal 2,2023-02-16,
7480,tyre pressure and wheel,95,Weekly,02-23,terminal 2,2023-02-23,
7481,tyre pressure and wheel,95,Weekly,03-02,terminal 2,2023-03-02,
7482,tyre pressure and wheel,95,Weekly,03-09,terminal 2,2023-03-09,
7483,tyre pressure and wheel,95,Weekly,03-16,terminal 2,2023-03-16,
7484,tyre pressure and wheel,95,Weekly,03-23,terminal 2,2023-03-20,
7485,tyre pressure and wheel,95,Weekly,03-30,terminal 2,2023-03-30,
